total_earnings,pct_us,pct_india,pct_brazil,pct_southKorea,pct_uk,pct_pakistan,pct_argentina,pct_russia,pct_united_arab_emirates,pct_indonesia
7046404850,30.93,25.43,4.94,4.54,2.5,2.23,2.14,1.97,1.72,1.67
