Total_earnings,Pct_earnings_africa,Pct_earnings_Asia,Pct_earnings_North_America,Pct_earnings_Europe,Pct_earnings_South_America,Pct_earnings_Australia_and_Oceania,Pct_earnings_Unkown_Country
7046404850,0.08,40.25,33.35,10.13,8.82,0,0
